ind,sentence,talkNum,sentenceNum
6891,"Today, if you buy a hybrid or an electric vehicle, you'll almost certainly see the product of a hundred million dollars' worth of tooling and research and development, in the form of a Tamagotchi-style game, in a dashboard designed to make you a more ecological driver.",3419,90
6892,"That is, you have six with 23 zeros after it particles of gas in the container.",3151,19
6893,"And even more mind-blowing, is my close colleague Vincent Pieribone at Yale, who has actually designed and engineered a fluorescent protein that responds to voltage.",2159,100
6894,"Steroids can be naturally occurring  or synthetic, but what all steroids have in common  is a molecular structure that consists of a base of four rings  made of 17 carbon atoms arranged in three hexagons  and one pentagon.",342,4
6895,"The TRC calls us to ensure adequate, funded education, including language and culture.",426,48
6896,"And to marathons at the North Pole, and from Everest Base Camp.When I asked him what had led to this high-octane life, he quoted Nietzsche: "He, who has a Why to live, can bear with almost any How."",1239,6
6897,"(Applause)MK: That to say, when you look at the picture behind us, to come back from that kind of injury and come back strong  and stronger than ever is a really tough thing to do.",2650,16
6898,"Thin-barked, fire-sensitive small trees filled in the gaps, and our forests became dense, with trees so layered and close together that they were touching each other.So fires were unintentionally blocked by roads and railroads, the cattle and sheep ate the grass, then along comes fire suppression and logging, removing the big trees, and you know what happened?",1613,44
6899,"Former Secretary of Agriculture  Ezra Taft Benson demanded to know “why a spinster with no children  was so concerned about genetics?” and dismissed Carson  as “probably a Communist.” A lawyer for a pesticide manufacturer  alluded to Carson and her supporters as “sinister influences”  aiming to paint businesses as “immoral.”In reality, Carson had focused  on the dangers of chemicals because they weren’t widely understood,  while the merits were well publicized.",454,22
6900,"They'd looked at dental calculus under a microscope, and what they had found was things like pollen and plant starches, and they'd found muscle cells from animal meats and bacteria.",3278,22
6901,"You won't believe me, but it's in the collection of the Museum of Modern Art; I'm an artist.MK: And all of the lines of the paper are actually —AG: Are they going to disappear?MK: No, they're micro-printed text that contains the names of individual Iraqi civilians who have died since the invasion of Iraq.AG: Yeah.",2284,26
6902,"Where were you, Grandpa, when  the Jews were fleeing Nazi Germany and were being rejected from our shores?",2365,118
6903,"But there are some exceptions.When a male dolphin leaves Mom, it will often join up with another male and form an alliance, which may last for decades.",3763,36
6904,"It might have been a single paragraph that was missing, or yet, even more subtle than that, a single letter, one out of three billion letters that was changed, that was altered, yet had profound effects in terms of how the brain functions and affects behavior.",2637,60
6905,"She was the daughter of a very, very famous Dutch painter who had made his fame in England.",3810,35
6906,His tags didn't really work.,3343,81
6907,"And I have to acknowledge that, and I have to see that, and so my new mantra is, "Keep calm and trust the team."",1903,60
6908,Maria is one of the few people that actually stops and says hello to him each day.,82,5
6909,"But it turns out that asymmetry is pretty important, too, and more common than you might think, from crabs with one giant pincer claw to snail species whose shells' always coil in the same direction.",2158,1
6910,Your town is holding a mayoral election  and the stakes have never been higher: the outcome will decide the fate  of a local movement to rely on 100% renewable energy.,161,0
6911,"Of these six, the first one that we're going to talk about is in the black envelope you're holding.",4128,3
6912,"The future of cities is diverse, malleable, and creative, no longer built around a single industry, but reflecting an increasingly connected and global world.",2823,30
6913,"Now, what you should know about rioters is that, um ... Oops, clicker's gone.",3171,61
6914,"But if you were darker than a brown paper bag, you're out.",921,40
6915,"Well, think of a cue like the smell of baking bread, or a more abstract cue like a 20-pound note.",381,30
6916,"Prisons need to provide humane environments where people can participate, contribute, and learn meaningful lives.",2556,129
6917,"War is a terrible school no matter what the disguise, forgive me for not enlisting under any flag, any daydream is worth more than a sad piece of cloth.",1769,43
6918,"You know, all the flappy bits and kind of dangly things and how they interact in —(Laughter)in a way that allows me to —(Beatboxing)To put it metaphorically, I know how to drive, I just don't know what's under the hood.",965,16
6919,"JM: What's wrong with you?FB: I'm not the one being aggressive.JM: I'm relaxed.FB: I'm not doing this with you.JM: Your wide-eyed friends would raise their hands and say, "What is going on with you two?"",1491,98
6920,"(Applause)This TED stage and all of the TED stages are often about celebrating innovation and celebrating new technologies, and I've done that here today, and I've seen amazing things coming from TED speakers, I mean, my gosh, artificial kidneys, even printable kidneys, that are coming.",2968,140
6921,"Say it to a judge you know or a lawyer you know, or a cop or anyone who might sit on a jury in a sexual assault case.",1394,136
6922,"It is the universal claim that many Western elites are making about their political system, the hubris, that is at the heart of the West's current ills.",2882,173
6923,"But when they do, these  cross-species infections, or viral host jumps, have the potential to produce  deadly epidemics.",772,5
6924,"Chomsky and other researchers  set out to investigate the two main components  of universal grammar: first, whether there are, in fact,  grammar rules that are universal to all languages, and, second, whether these rules  are hardwired in the brain.In attempts to establish  the universal rules of grammar, Chomsky developed an analytical tool known as generative syntax, which represents the order of words  in a sentence in hierarchical syntax trees that show what structures are possible.Based on this tree, we could suggest  a grammar rule that adverbs must occur in verb phrases.",316,4
6925,"And from that, the on-board micro-controllers can extrapolate the position of the ring at all points around the revolution and display arbitrary bitmap images and animations.But this is really just the beginning.",4100,12
6926,"So to our blueprint, let's attach claws.",4282,121
6927,"So I kind of had to change hats, and became quite entrepreneurial and started looking for money to buy the equipment that we required.And I heard about a concept out of MIT, called the Fab Labs.",1571,13
6928,"Seven hundred and fifty thousand gigs are now posted after two years, what people would do for five dollars.",3060,31
6929,So that's nearly a billion people relying on this plant for their daily calories.,692,32
6930,"And so, thousands of Germans met again in the summer of 2018 to talk to someone else with a different opinion.",747,84
6931,"But my joyful period was marred by solemn and morbid thoughts — thoughts of walking through the prison's high-security death row, as this was the only route to take me to the makeshift operating room.",3566,20
6932,"The story I'm going to share with you is about my struggles of overcoming adversity with my resilience, grit and sheer determination.",495,7
6933,"We're understanding, in fact, that those of us who live in the developed world need to be really pushing towards eliminating our emissions.",3486,1
6934,"So these quanta of light aren't at all like the tiny, hard spheres Newton imagined.",3038,36
6935,"I was on a boat with four other photographers, and we were all having our minds blown at the same time in such close proximity to these animals.",548,24
6936,And that's where we saw the malaria map shrinking.,4069,60
6937,"They're gray not because they're unsure, but because they believe that the moral dilemma faces two valid, opposing arguments.",1593,45
6938,"Now with the allocation and the understanding of the lack of understanding, we enter into a new era of science in which we feel nothing more than so much so as to say that those within themselves, comporary or non-comporary, will figuratively figure into the folding of our non-understanding and our partial understanding to the networks of which we all draw our source and conclusions from.",3241,29
6939,"This keeps oxygen from reaching a variety of cells, causing the wide range of symptoms experienced by people  with sickle-cell disease.Starting when they’re  less than a year old, patients suffer from repeated episodes of stabbing pain in oxygen-starved tissues.",894,13
6940,"And in Papua New Guinea, they were making stone axes until two decades ago, just as a course of practical matters.Even when we try to get rid of a technology, it's actually very hard.",4398,144
6941,"But while visual impairment typically  only causes visual hallucinations, and hearing loss auditory ones, substances like LSD cause perceptual disturbances across all the senses.",1327,21
6942,"Howard loves the Yiddish expression "To a worm in horseradish, the world is horseradish."",4414,48
6943,"These problems are reversible and preventable, and when we know better, we can do better.The organization that I run today, the Cambodian Children's Trust, is no longer an orphanage.",1682,43
6944,"They were so large that a patch of hairs about this size — the gecko's foot could support the weight of a small child, about 40 pounds, easily.",4204,186
6945,"But to minimize this loss of life in the living, that is the harder, and I would say, truer job of the oncologist: to take all the tools that we have and situate them in the context of a patient's whole entire life; to be guides for how to sit with suffering, acknowledge it deeply, but to not let fear of future suffering be the narrative for the journey forward.One of my mentors always says the medicine part is easy.",320,97
6946,So GlobalXplorer was kind of my rainbow.,1435,48
6947,I built fingers that are dextrous enough to serve me ... baseballs.Classical robots like this are built and become functional based on the fixed number of joints and actuators.,802,4
6948,"If there's any power in design, that's the power of synthesis.",2486,0
6949,(Applause)It tells you everything about business except how to be a noble leader.,873,105
6950,"Indeed, the rate of decline of cardiovascular mortality has slowed significantly in the past decade.",735,74
6951,"But he, too, joined the list of the dead.The most hurting part for me was the fact that I wasn't able to attend my mother's burial.",1275,64
6952,"Some articles even went as far as to say that skeletal muscle tissue is resistant to cancer, and furthermore, not only to cancer, but of metastases going to skeletal muscle.",4411,74
6953,"(Laughter) And my mother was Irish Catholic, and — but she didn't take religion too seriously.",4372,9
6954,"Remember, the soap bubble forms will always try to minimize their surface area with a perfect geometry arrangement.",1080,36
6955,"And although I knew that there were not enough women with the experience to form an all-women cabinet — as I wanted — I settled to appoint numerous women in junior ministerial positions, as executives, as administrators, in local government, in diplomatic service, in the judiciary, in public institutions.",323,18
6956,"I can inject heat into the system here, or I can pull it apart with two of my fingers.",4428,13
6957,"Together, this bank of detectors will  resolve the cumulative chemical fingerprint  of the sample.",850,22
6958,"Therefore, the practice of sustainability recognizes that everything is connected and requires a different approach.So do we both individually and collectively change what we're doing today?",20,14
6959,"One day, Sam decided to pioneer a different approach.",723,104
6960,"And I think that's going to be one of the most influential developments and trends and directions and drives in our society in the next 20 years.So, of course, it's already here.",1891,12
6961,"A remarkable group of Americans and Europeans and others, not just from government, but from the world of culture and business, engaged in a collective surge of imagination.",1143,111
6962,I'm an astronaut.,631,0
6963,I'm under the river with those fish.So now let me introduce some of my fictional artists to you.,3523,49
6964,"Perhaps sadness helped generate the unity we needed to survive, but many have wondered whether the suffering felt by others is anything like the suffering we experience ourselves.",2516,24
6965,"(Laughter)And a few years ago, when my friends and I were dared to do the Ice Bucket Challenge, we did that with sand.",1554,19
6966,"(Music)And a thousand years later, this impulse to notate took an entirely different form.",3260,40
6967,The density of a typical nucleus is four times 10 to the 17th kilograms per meter cubed.,3273,51
6968,"And so that would require, of the opportunities that could spread the virus so these kind of close contacts, everybody in the population, on average, will be needing to reduce those interactions potentially by two-thirds to bring it under control.",457,9
6969,"And on the upper end of the wage ladder, in the name of solidarity, Scandinavian unions hold back the highest salaries of the skilled workers.",922,93
6970,"A wonderful example of this is coming from El Salvador and Los Angeles, where the mayors in San Salvador and Los Angeles are collaborating on getting ex-gang members to work with current gang members, offering tutoring, education, and in the process are helping incubate cease-fires and truces, and we've seen homicide rates go down in San Salvador, once the world's most violent city, by 50 percent.",2438,93
6971,"There's now a new research project underway at the Karolinska in Sweden to prove that hypothesis.We have more trials planned for lung cancer, pancreatic cancer, ovarian cancer and breast cancer.",3360,111
6972,"And this is simply an appointment dynamic: come here at a certain time, get your drinks half off.",3727,53
6973,"You can see that for the prevalence to be as high as UNAIDS says, we have to really see 60 deaths per 10,000 rather than 20 deaths per 10,000 in this age group.I'm going to talk a little bit in a minute about how we can use this kind of information to learn something that's going to help us think about the world.",4322,93
6974,"It's like you're in the jaws of some enormous dog and there's a foot in the small of your back pushing you into space, accelerating wildly straight up, shouldering your way through the air, and you're in a very complex place — paying attention, watching the vehicle go through each one of its wickets with a steadily increasing smile on your face.",2673,21
6975,"You came back to —NL: Radio operator.EH: You came to LA to break into Hollywood, first in publicity, then in TV.",2046,8
6976,"And most medical devices, we've learned, as we've dug in, are really designed for Westerners, for wealthier economies.",2741,48
6977,And this means that we don't have to rely on the banks anymore to secure our transactions.,1974,77
6978,"There are no reflective surfaces, all water is in opaque containers, and most importantly, they're not allowed  to communicate among themselves.",2317,6
6979,"So you can rest easy, knowing that an evil entity is not trying to haunt, possess, strangle, or suffocate you.",2856,41
6980,"Every single day for eight years, I had mashed potato and baked beans, which cost 4p each, and gravy was free.",2308,8
6981,"So, I commissioned a wonderful composer, Nico Muhly, who wrote nine songs using the text, and we performed this fantastic evening of — he wrote music for both amateurs and professionals.",4293,95
6982,"So when we search for habitable worlds, we definitely want to look for planets in the habitable zones around their stars.",3095,32
6983,"And I wanted to play with this idea of how, in this kind of complete immersion of images that's enveloped us, how one image can actually grow and can haunt us.So I had all of these — these are three out of, like, 100 experiments I was trying with images for over about a decade, and never showing them, and I thought, OK, how do I bring this out of the studio, into a public space, but retain this kind of energy of experimentation that you see when you go into a laboratory, you see when you go into a studio, and I had this show coming up and I just said, alright, I'm going to put my desk right in the middle of the room.",709,45
6984,Because it reads as a workplace.,642,31
6985,"I didn't know eBay from that jar of water sitting on that piano, but I had the presence of mind to go back and talk to one of the techie kids at my center.",4265,238
6986,"I spent months educating nurses and doctors about what female genital mutilation was and where it was practiced: Africa, the Middle East, Asia, and now, Australia and London and America, because, as we all know, we live in a multicultural society, and people who come from those backgrounds come with their culture, and sometimes they have cultural practices that we may not agree with, but they continue to practice them.One day, I was looking at the chart of the different types of female genital mutilation, FGM, I will just say FGM for short.",2430,79
6987,"Why is it that as capitalism developed, it created a mode of production, of goods and services, in which all the nonmaterial satisfactions that might come from work were eliminated?",2266,12
6988,"It took us three years to double our price performance of computing in 1900, two years in the middle; we're now doubling it every one year.",4397,60
6989,"And compared with the official forecast, that oil will cost 26 dollars a barrel in 2025, which is half of what we've been paying lately,that will save 70 billion dollars a year, starting quite soon.",4278,41
6990,But they're missing out on those fundamental connections that create a real sense of pride and ownership for the place that they call home.And this is compounded by the issue that the landscapes that define our natural heritage and fuel our aquifer for our drinking water have been deemed as scary and dangerous and spooky.,2248,25
6991,"And if you really think about it some more, we all have the power to execute in our relationships, or to pardon.We never did find out the identity of our anonymous neighbor.",324,102
6992,"That can be sent out wirelessly to the bionic limb, then [sensory information] on the bionic limb can be converted to stimulations in adjacent channels, sensory channels.",2663,90
6993,"However, this goes away to zero in subsequent time points and remains negligible after subsequent points.",1714,79
6994,"In order to utilize fusion in a short amount of time, the temperature of the area needs to be hotter than the Sun.",2889,43
6995,"If we have the wrong signals, say the Netflix signals, we get fat cells instead of muscle.",1203,15
6996,"I was too afraid to wipe the spit off my face, even as it was mixing with my tears.",1862,28
6997,"Given the global burden of this illness, I could easily imagine this treating a million or more patients a year.So I envision a time, maybe a decade from now, where a patient like my mother will have actual treatments that can address the root cause and not just manage her symptoms.",940,107
6998,"(Laughter)Because now, we've shared this molecule, just since December of last year, with 40 laboratories in the United States and 30 more in Europe — many of them pharmaceutical companies, seeking now to enter this space, to target this rare cancer that, thankfully right now, is quite desirable to study in that industry.",3440,66
6999,"And most of all, the migrant trail has taught me that everyone who embarks on it is changed forever.I began this project in the year 2000 by documenting a group of day laborers on Chicago’s Northwest side.",763,21
7000,"They didn't have enough doctors, they didn't have enough hospital beds and they didn't have enough information about how to treat Ebola or how to implement infection control.",456,66
7001,"The damage can manifest  in many different ways including blackout, headache, blurry vision, balance problems, altered mood and behavior, problems with memory,  thinking, and sleeping, and the onset of anxiety and depression.",1712,10
7002,"For journey, for travel.So reconciling our need for security and our need for adventure into one relationship, or what we today like to call a passionate marriage, used to be a contradiction in terms.",3017,17
7003,"Tens of billions of dollars are supposedly spent on building capacity with people who are paid up to 1,500 dollars a day, who are incapable of thinking creatively, or organically.Next assumption — and of course the events of July 7, I express my deep sympathy, and before that, September 11 — have reminded us we do not live in three different worlds.",4406,14
7004,"His story, we want to replicate, but the truth is we've got so much more to do.TB: Jamie really revolutionized our school dinners, and it really has hugely impacted all the children, but so many in a deep way which is going to stick with them for the rest of their lives.",1434,42
7005,"Textbook economics does not work in my context, and I have very few recommendations from anybody as to how to put together a legal economy.",4406,25
7006,"And what I wanted to know was, "OK, here's a situation where extra nest maintenance workers were recruited — is this going to have any effect on the workers performing other tasks?"",4271,113
7007,"And then from there, you've got to take them on a very solid, steady, upward path, right from beginning to end.",4153,81
7008,"And maybe this will help us as a society understand the kinds of trade-offs that will be implemented ultimately in regulation.And indeed, I was very happy to hear that the first set of regulations that came from the Department of Transport — announced last week — included a 15-point checklist for all carmakers to provide, and number 14 was ethical consideration — how are you going to deal with that.",1689,67
7009,"So, yeah, if you knock down all the walls, allow people to communicate all over the world, you get a lot of porn and a lot of racism.CA: So help us understand.",1920,75
7010,"And he writes, "Can you tell me what you think of all the head traumas I've dealt with?",906,48
7011,"Every ear is unique, so my right ear is different from my left, my ear is different from your ear, but unless an ear is damaged, it continues to emit the same spectrum of frequencies over a period of years or even decades.So what's going on?",461,93
7012,But I think they're leaving surreptitious scented messages for potential mates.,876,86
7013,"Me either, but if I did, I would get to roll around in my mouth not some baker's dozen of vowels like English has, but a good 30 different vowels scooching and oozing around in the Cambodian mouth like bees in a hive.",1949,63
7014,"Now it's at this time that Detroit begins to see a second kind of migration, a migration to the suburbs.",2744,20
7015,"Wertham does a pretty dubious job of proving his case, but his book does inspire the Senate of the United States to hold a series of hearings to see if in fact comic books caused juvenile delinquency.",1376,70
7016,"So here I am washing two and a half thousand dead, big, bloody cow bones.",2199,60
7017,This is just some stuff you can do on the computer from the desktop.,4072,9
7018,"At only five microsieverts each, you'd need to get more  than 1200 dental X-rays to rack up your annual dosage.",2118,35
7019,"So we want to incentivize healthy contribution back to the network, and what we believe that is is actually participating in conversation that is healthy, as defined by those four indicators I articulated earlier.So you can't just optimize around one metric.",917,116
7020,"So making the state transparent to the citizens doesn't always elicit more trust, because you may see something wrong, something missing, something exclusively hostile to its user experience, an so on, of the state.",332,101
7021,"As I mentioned earlier, Indonesia's democrats were clever enough to steal many of the Islamists' best campaign promises for themselves.",1981,121
7022,"We've got Mum, Dad —(Laughter)Nan, Pop.",902,5
7023,"I know it's very dangerous, maybe, sometimes in the first 12 weeks or so, so I had a lot of questions.GK: But not only did you play, Ms. Williams, you won.",1779,19
7024,"And then we had a snakes and ladders game, where you throw dice.",3698,37
7025,"In particular, I thought about my dad, who had passed away from complications from brain surgery.",2769,24
7026,"Now, I'm not so sure that many of us know which vaccines or boosters we should receive after adolescence.",2408,27
7027,"And I noticed an interesting connection: the zither is tuned to the pentatonic scale, a scale that is universally known in so many parts of music around the world, including Native American folk songs.",1598,19
7028,"For example, pumps, the biggest use of motors, move liquid through pipes.",3266,89
7029,"I spoke in our language, and of course they spoke back, they replied, but their accent, they are beginning not to be able to speak Kiribati properly.",2204,72
7030,"And the thing is, there's thousands of these folks already out there.So Mia Lozada is Chief Resident of Internal Medicine at UCSF Medical Center, but for three years as an undergraduate she was a Health Leads volunteer in the clinic waiting room at Boston Medical Center.",3224,91
7031,"Already I've been tremendously heartened at the response of all our partners.In Singapore, we have a group going to use the Charter to heal divisions recently that have sprung up in Singaporean society, and some members of the parliament want to implement it politically.",3928,25
7032,"And that will happen, paradoxically — everything you hear about global warming — when we hit CO2 down to 10 parts per million, we are no longer going to have to have plants that are allowed to have any photosynthesis, and there go animals.",4074,34
7033,What is wilderness worth?,2248,127
7034,"This produces hallucinations called auras, which can include seeing flashing lights and geometric patterns  and experiencing tingling sensations.",1222,25
7035,"77,862 becomes cookie fission, cookie fission is 77,822.",4277,172
7036,"It has to simultaneously be mysterious, a little bit distant — that's why, often in these glamour shots, the person is not looking at the audience, it's why sunglasses are glamorous — but also not so far above us that we can't identify with the person.",4136,67
7037,"I was doing a PhD looking at youth political socialization — why young people were developing political ideologies in a post-communist setting, and I saw that a lot of young people I was talking to were joining the Far Right, and this was astounding to me.",1676,1
7038,"By doubling the frequency, we're actually going up in successive octaves, and then we have this sequence — (Tones) — of tones.",2585,21
7039,And I told her the Frank Lloyd Wright story.RSW: Didn't get a laugh.FG: No.,4267,128
7040,"In São Paulo, Brazil, it's become an annual event for thousands of people to run in a virtual Abraham Path Run, uniting the different communities.",3657,145
7041,"And your coach said age is always important, but in tennis it's very important, but he has no doubt that you're coming back.",1779,41
7042,We didn't realize that the critics would start to live-tweet along with us.,1622,67
7043,"For most of their day, they click on screens, they read scripts.",1639,29
7044,"In 2010, researchers found that subjects were much better  at getting through a complex 3-D maze if they had napped and dreamed of the maze prior to their second attempt.",2188,10
7045,"The crowd on the day of Weidmann's execution was called "unruly" and "disgusting" by the press, but that was nothing compared to the untold thousands of people who could now study the action over and over again, freeze-framed in every detail.The camera may have made these scenes more accessible than ever before, but it's not just about the camera.",2255,32
7046,"The flavors of the food a pregnant woman eats find their way into the amniotic fluid, which is continuously swallowed by the fetus.",3411,38
7047,"As a result, hundreds arrived in Haiti, 27 countries' worth, from Mali in the Sahara to St. Lucia, Bolivia, Chile and the USA.",2518,68
7048,"Well, turns out it took an injection every day for 10 days.",2658,119
7049,"It has pores, it has sweat glands, it has all these things that work together very dynamically and very efficiently, and so what I propose is that our building skins should be more similar to human skin, and by doing so can be much more dynamic, responsive and differentiated, depending on where it is.And this gets me back to my research.",3110,21
7050,That's 21 million gallons of oil diverted from landfills into new products.,1684,12
7051,"(Applause)Thank you.And we can look at our closest living relatives, monkeys and apes, and know yes they grieve, they feel their lives, so they don't deserve to be confined in highly invasive biomedical experiments year after year.And, you know —(Applause)the ducks Harper and Kohl, they tell us something too.",806,116
7052,"So you had a fundamental disconnect between the number of lanes and the number of cars that wanted to use them.So it was my job to redesign every street in the downtown from curb face to curb face, and we did it for 50 blocks of streets, and we're rebuilding it now.",1852,76
7053,"In the intro, he says ...AM: "Poetry for the people is a sick pen's penicillin.",1003,49
7054,"What happened next was remarkable, and it's where our cylinder enters the story.Cyrus, king of the Persians, has entered Babylon without a fight — the great empire of Babylon, which ran from central southern Iraq to the Mediterranean, falls to Cyrus.",3339,24
7055,"It can contemplate the meaning of infinity, ask questions about the meaning of its own existence, about the nature of God.And this is truly the most amazing thing in the world.",3873,4
7056,""JL: Yeah, Greene County.BS: Then he turned his head.",296,152
7057,"If you try something new, people are always like, "Ooh, charter schools."",2937,176
7058,"In narrow tubes, the attraction between water molecules and the adhesive forces between the water  and its environment can beat out gravity.",960,17
7059,"So you have these two different passions, for making everything free and for the almost supernatural power of the tech entrepreneur.",1423,25
7060,"In most of these places, the government is completely absent, leaving inhabitants with no choice but to reappropriate found materials, and while these communities are highly disadvantaged, they do present examples of brilliant forms of ingenuity, and prove that indeed we have the ability to adapt to all manner of circumstances.",2791,65
7061,"And similarly, Pavlov's dogs probably don't know a lot about, like, protein structures or the waveform of a ringing bell, but they salivate nonetheless because the body paired the stimuli.",753,65
7062,"Not to build it, because I think we'll inevitably do that, but to understand how to avoid an arms race and to build it in a way that is aligned with our interests.",1958,116
7063,"Really proud to have 800 AA grads to over 400 bachelor's graduates and nearly 1,000 students enrolled right now.So, the magic of this is that we're addressing refugee lives as they exist.",337,28
7064,"It allowed sewage pipes to be placed, dramatic decrease in diarrheal diseases, at the cost of some outdoor air pollution.But in 1980, and even today, the number one killer in China is indoor air pollution, because people do not have access to clean cooking and heating fuels.",1905,43
7065,But enormously different motivations here.,3276,83
7066,"And what it reminds us is that language is created by people, and people are messy and we're complex and we use metaphors and slang and jargon and we do this 24/7 in many, many languages, and then as soon as we figure it out, we change it up.So did these ads that the CDC put on, these television ads that featured a woman with a hole in her throat and that were very graphic and very disturbing, did they actually have an impact on whether people quit?",2503,18
7067,"The main reason why so many Asian economies, including the communist societies of China and Vietnam, have performed so spectacularly well in economic development, is because they finally understood, absorbed and are implementing free market economics — a gift from the West.",758,29
7068,And here we asked some nearby pigs to do the titles for us.,3926,145
7069,"So I typed up a budget, a materials list, a timeline, and a procedure, and I emailed it to 200 different professors at Johns Hopkins University and the National Institutes of Health — essentially, anyone that had anything to do with pancreatic cancer.",2870,47
7070,"The surrounding cities all added together, Hubei province has about 60 million people, and they were also largely going to travel.",441,101
7071,"Okay, we didn't forget our responsibility to control, but now inmates could interact safely, face-to-face with other inmates and staff, and because control was no longer an issue, everybody could focus on other things, like learning.",2556,108
7072,Prosecutor's there — it's the tough prosecutor.,693,31
7073,"And if you have an identity you don't like because it's subverted in some way or it's insecure or it's inappropriate, you just delete it and get another one.",3233,82
7074,Louder.Audience: Shake.Joe Smith: Your word is "fold.,3270,15
7075,"And I had this epiphany: What if by understanding ourselves and one another, we could find our way through this crisis in a new and different way?",481,20
7076,"I think that, where in the past we used to think a lot about just in time management, now we have to start thinking about just in case, preparing for events that are generally certain but specifically remain ambiguous.One example of this is the Coalition for Epidemic Preparedness, CEPI.",777,19
7077,"I shrugged and followed them.Back inside, I asked my classmates if they were having the same experience of words jumping around our cases as I was.",3206,77
7078,"Sweet, sensitive, creative Tyler was secretly webcammed by his roommate while being intimate with another man.",2386,52
7079,And this booking is within all the parameters for each individual.,3032,23
7080,"(Music)[From Conception to Birth][Oocyte][Sperm][Egg Inseminated][24 Hours: Baby's first division][The fertilized ovum divides a few hours after fusion...][And divides anew every 12 to 15 hours.,3424,14
7081,"And the basic message is that the Western powers do not care about civilian deaths, so those people who live in areas and support governments that work with Western powers are fair game.",3778,26
7082,"So a more direct one, one that gives you more of the feeling of math, is something closer to Pythagoras' own proof, which goes like this: so here we have this triangle, and if we surround that C square with three more triangles and we copy that, notice that we can move those triangles down like this.",4247,43
7083,"The most important message of Roots and Shoots: every single one of us makes a difference, every single day.",4161,118
7084,"Black Cinema House, which was made from just a small piece of clay, had to grow into a much larger piece of clay, which is now my studio.What I realized was that for those of you who are zoning junkies, that some of the things that I was doing in these buildings that had been left behind, they were not the uses by which the buildings were built, and that there are city policies that say, "Hey, a house that is residential needs to stay residential."",2382,45
7085,A lot of organizations set objectives and meet them.,1360,35
7086,And we should be developing things — we should be developing packaging for ideas which elevate people's perceptions and respect for the things that we dig out of the earth and translate into products for everyday use.,4424,17
7087,"So Amsterdam was brimming with wealthy,  skilled merchants and traders who displayed their prosperity  by living in mansions surrounded by flower gardens.",2352,14
7088,People fly in from all over the world to show their amazing creations on the floor in San Diego.,2008,76
7089,"And so what it turns out is that this system, like many living systems, is not a hardwired set of movements, but actually works to reduce the error between what's going on now and what it knows is a correct frog face configuration.This kind of decision-making that involves flexible responses to new circumstances, in other contexts, we would call this intelligence.",4,17
7090,"So if you have a bleeding  wound like the one behind me, you can actually put  our material onto this, and just like Lego blocks, it'll reassemble into the local tissue.",2474,18
7091,It's a big tooth.",4210,139
7092,"In the house lived an elder named  Bayamanacao, and he invited them in.",648,11
7093,"I'm doing this as a demo, and it's more playful, but inevitably, all of this can be used.",3852,32
7094,You can see their scars.,3128,54
7095,We've also been paying a lot of attention to how the cigarette works as a drug-delivery device and the remarkable efficiency with which it delivers nicotine.,571,89
7096,"And I reached into the payload bay of the space shuttle, grabbed out this big module, and I used the robotic arm and I attached it to the space station.",1027,51
7097,The bottom picture is what happens when the body stops moving and the animal starts controlling either a robotic device or a computational avatar.,3015,60
7098,"Communal value on the networks we have is everywhere — every time you see a large aggregate of shared, publicly available data, whether it's photos on Flickr or videos on Youtube or whatever.",3755,88
7099,I immediately started yelling.,1809,5
7100,"KR: Our being in the world, yes.So, for me, a big starting point for all of this is that human beings live not just in the one world but two, and education has to address them equally.",1077,318
7101,"(Ethereal music)(Pitch rises with acceleration)Cars are a metaphor of time, distance and journey, of setting out and returning, of anticipation and adventure, but, at the same time, of intelligence and complexity, of human intuition and accomplishment.",1058,62
7102,"You know, so on the one hand we have the unthinkable; on the other hand we have the unimaginable.",4358,41
7103,That internal compass which guides me to a better self every day.,647,70
7104,"You need a complex laser system, a so-called femtosecond laser system, which you focus onto a very tiny spot — very, very, very tiny — and this is a very expensive, not very durable laser system.",3400,7
7105,"But certainly, this has been a progression of decisions, and I think they've been sitting on this decision for quite some time.",441,36
7106,"Together, they served 89 years for murders that they didn't commit; murders that they falsely confessed to committing when they were teenagers.I'm a forensic developmental psychologist, and I study these types of cases.",1318,2
7107,My colleagues who have researched pandemics have a very bitter lesson for us.,379,213
7108,"So eating omega-rich foods, like nuts, seeds, and fatty fish, is crucial to the creation and maintenance of cell membranes.",2029,7
7109,"Also for search and rescue applications as well.Five years ago, I actually worked at NASA JPL during the summer as a faculty fellow.",3812,61
7110,"Maybe that's what adversity gives us: a sense of self, a sense of our own power.",3847,58
7111,Are you thinking that maybe I'm an idiot in diamond shoes?,2138,187
7112,"You have condemned computers that are stripped apart, and you can buy salvaged components and things that you can reassemble in a new configuration.But what does this new, sort of, approach give us?",3184,28
7113,"They don't do it as much as they should, but they do it.So I'm going to talk about one experiment that a few dentists in Connecticut cooked up about 30 years ago.",3625,21
7114,"It will go in search of phosphorus, but only within the one millimeter which surrounds it.",2782,86
7115,"In ringing Babylonian — it was written in Babylonian — he says, "I am Cyrus, king of all the universe, the great king, the powerful king, king of Babylon, king of the four quarters of the world."",3339,27
7116,"Here's the biggie, and that is, you don't have innovation cycles if the government develops and the government uses it.",4405,65
